a_id,b_id,true_pair,group_id
1596,1596,1,13
1597,1597,1,2
1598,1598,1,22
1599,1599,1,4
1600,1600,1,45
1601,1601,1,49
1602,1602,1,49
1603,1603,1,38
1604,1604,1,9
1605,1605,1,47
1606,1606,1,48
1607,1607,1,33
1608,1608,1,44
1609,1609,1,46
1610,1610,1,27
1611,1611,1,38
1612,1612,1,35
1613,1613,1,26
1614,1614,1,1
1615,1615,1,34
1616,1616,1,1
1617,1617,1,30
1618,1618,1,14
1619,1619,1,19
1620,1620,1,19
1621,1621,1,1
1622,1622,1,0
1623,1623,1,3
1624,1624,1,14
1625,1625,1,18
1626,1626,1,21
1627,1627,1,13
1628,1628,1,28
1629,1629,1,46
1630,1630,1,21
1631,1631,1,42
1632,1632,1,2
1633,1633,1,27
1634,1634,1,23
1635,1635,1,32
1636,1636,1,38
1637,1637,1,18
1638,1638,1,43
1639,1639,1,47
1640,1640,1,42
1641,1641,1,18
1642,1642,1,26
1643,1643,1,43
1644,1644,1,39
1645,1645,1,38
1646,1646,1,20
1647,1647,1,24
1648,1648,1,17
1649,1649,1,39
1650,1650,1,1
1651,1651,1,15
1652,1652,1,23
1653,1653,1,33
1654,1654,1,32
1655,1655,1,25
1656,1656,1,8
1657,1657,1,31
1658,1658,1,14
1659,1659,1,13
1660,1660,1,34
1661,1661,1,40
1662,1662,1,29
1663,1663,1,9
1664,1664,1,20
1665,1665,1,0
1666,1666,1,39
1667,1667,1,21
1668,1668,1,22
1669,1669,1,6
1670,1670,1,12
1671,1671,1,27
1672,1672,1,34
1673,1673,1,22
1674,1674,1,15
1675,1675,1,32
1676,1676,1,10
1677,1677,1,26
1678,1678,1,45
1679,1679,1,3
1680,1680,1,28
1681,1681,1,23
1682,1682,1,8
1683,1683,1,13
1684,1684,1,40
1685,1685,1,42
1686,1686,1,39
1687,1687,1,10
1688,1688,1,17
1689,1689,1,36
1690,1690,1,31
1691,1691,1,33
1692,1692,1,42
1693,1693,1,43
1694,1694,1,18
1695,1695,1,24
1696,1696,1,38
1697,1697,1,38
1698,1698,1,7
1699,1699,1,8
1700,1700,1,12
1701,1701,1,22
1702,1702,1,27
1703,1703,1,15
1704,1704,1,41
1705,1705,1,41
1706,1706,1,3
1707,1707,1,27
1708,1708,1,33
1709,1709,1,46
1710,1710,1,5
1711,1711,1,19
1712,1712,1,33
1713,1713,1,1
1714,1714,1,29
1715,1715,1,28
1716,1716,1,37
1717,1717,1,15
1718,1718,1,2
1719,1719,1,1
1720,1720,1,26
1721,1721,1,35
1722,1722,1,10
1723,1723,1,38
1724,1724,1,4
1725,1725,1,16
1726,1726,1,12
1727,1727,1,34
1728,1728,1,17
1729,1729,1,6
1730,1730,1,22
1731,1731,1,23
1732,1732,1,4
1733,1733,1,46
1734,1734,1,30
1735,1735,1,32
1736,1736,1,23
1737,1737,1,10
1738,1738,1,47
1739,1739,1,4
1740,1740,1,2
1741,1741,1,11
1742,1742,1,7
1743,1743,1,25
1744,1744,1,32
1745,1745,1,17
1746,1746,1,27
1747,1747,1,33
1748,1748,1,33
1749,1749,1,33
1750,1750,1,41
1751,1751,1,4
1752,1752,1,18
1753,1753,1,12
1754,1754,1,12
1755,1755,1,4
1756,1756,1,35
1757,1757,1,31
1758,1758,1,15
1759,1759,1,10
1760,1760,1,31
1761,1761,1,12
1762,1762,1,10
1763,1763,1,36
1764,1764,1,2
1765,1765,1,22
1766,1766,1,1
1767,1767,1,20
1768,1768,1,17
1769,1769,1,31
1770,1770,1,28
1771,1771,1,27
1772,1772,1,27
1773,1773,1,3
1774,1774,1,39
1775,1775,1,38
1776,1776,1,7
1777,1777,1,6
1778,1778,1,30
1779,1779,1,36
1780,1780,1,38
1781,1781,1,29
1782,1782,1,42
1783,1783,1,39
1784,1784,1,35
1785,1785,1,25
1786,1786,1,40
1787,1787,1,13
1788,1788,1,23
1789,1789,1,47
1790,1790,1,38
1791,1791,1,45
1792,1792,1,40
1793,1793,1,19
1794,1794,1,29
1795,1795,1,33
1796,1796,1,41
1797,1797,1,14
1798,1798,1,49
1799,1799,1,5
1800,1800,1,32
1801,1801,1,20
1802,1802,1,11
1803,1803,1,47
1804,1804,1,6
1805,1805,1,25
1806,1806,1,22
1807,1807,1,25
1808,1808,1,17
1809,1809,1,48
1810,1810,1,5
1811,1811,1,15
1812,1812,1,13
1813,1813,1,6
1814,1814,1,39
1815,1815,1,16
1816,1816,1,11
1817,1817,1,7
1818,1818,1,2
1819,1819,1,6
1820,1820,1,18
1821,1821,1,1
1822,1822,1,26
1823,1823,1,12
1824,1824,1,25
1825,1825,1,35
1826,1826,1,38
1827,1827,1,7
1828,1828,1,0
1829,1829,1,11
1830,1830,1,36
1831,1831,1,19
1832,1832,1,49
1833,1833,1,23
1834,1834,1,29
1835,1835,1,37
1836,1836,1,39
1837,1837,1,39
1838,1838,1,43
1839,1839,1,27
1840,1840,1,39
1841,1841,1,25
1842,1842,1,5
1843,1843,1,18
1844,1844,1,24
1845,1845,1,21
1846,1846,1,24
1847,1847,1,15
1848,1848,1,20
1849,1849,1,41
1850,1850,1,44
1851,1851,1,44
1852,1852,1,40
1853,1853,1,17
1854,1854,1,20
1855,1855,1,21
1856,1856,1,6
1857,1857,1,23
1858,1858,1,4
1859,1859,1,14
1860,1860,1,2
1861,1861,1,44
1862,1862,1,8
1863,1863,1,20
1864,1864,1,8
1865,1865,1,4
1866,1866,1,28
1867,1867,1,8
1868,1868,1,35
1869,1869,1,28
1870,1870,1,38
1871,1871,1,1
1872,1872,1,29
1873,1873,1,47
1874,1874,1,42
1875,1875,1,11
1876,1876,1,23
1877,1877,1,17
1878,1878,1,15
1879,1879,1,23
1880,1880,1,14
1881,1881,1,22
1882,1882,1,4
1883,1883,1,29
1884,1884,1,46
1885,1885,1,26
1886,1886,1,7
1887,1887,1,5
1888,1888,1,44
1889,1889,1,43
1890,1890,1,0
1891,1891,1,25
1892,1892,1,37
1893,1893,1,9
1894,1894,1,30
1895,1895,1,2
1896,1896,1,5
1897,1897,1,2
1898,1898,1,45
1899,1899,1,46
1900,1900,1,38
1901,1901,1,43
1902,1902,1,20
1903,1903,1,40
1904,1904,1,31
1905,1905,1,31
1906,1906,1,29
1907,1907,1,27
1908,1908,1,5
1909,1909,1,4
1910,1910,1,5
1911,1911,1,6
1912,1912,1,41
1913,1913,1,23
1914,1914,1,46
1915,1915,1,8
1916,1916,1,0
1917,1917,1,25
1918,1918,1,21
1919,1919,1,48
1920,1920,1,30
1921,1921,1,9
1922,1922,1,12
1923,1923,1,26
1924,1924,1,34
1925,1925,1,7
1926,1926,1,11
1927,1927,1,34
1928,1928,1,34
1929,1929,1,3
1930,1930,1,20
1931,1931,1,27
1932,1932,1,49
1933,1933,1,9
1934,1934,1,37
1935,1935,1,35
1936,1936,1,40
1937,1937,1,6
1938,1938,1,41
1939,1939,1,24
1940,1940,1,30
1941,1941,1,43
1942,1942,1,11
1943,1943,1,39
1944,1944,1,48
1945,1945,1,43
1946,1946,1,10
1947,1947,1,5
1948,1948,1,31
1949,1949,1,12
1950,1950,1,29
1951,1951,1,1
1952,1952,1,19
1953,1953,1,25
1954,1954,1,37
1955,1955,1,32
1956,1956,1,48
1957,1957,1,3
1958,1958,1,0
1959,1959,1,27
1960,1960,1,40
1961,1961,1,15
1962,1962,1,32
1963,1963,1,7
1964,1964,1,19
1965,1965,1,25
1966,1966,1,37
1967,1967,1,48
1968,1968,1,16
1969,1969,1,49
1970,1970,1,37
1971,1971,1,41
1972,1972,1,11
1973,1973,1,45
1974,1974,1,34
1975,1975,1,27
1976,1976,1,33
1977,1977,1,7
1978,1978,1,1
1979,1979,1,18
1980,1980,1,37
1981,1981,1,43
1982,1982,1,26
1983,1983,1,13
1984,1984,1,30
1985,1985,1,45
1986,1986,1,21
1987,1987,1,25
1988,1988,1,1
1989,1989,1,36
1990,1990,1,45
1991,1991,1,39
1992,1992,1,4
1993,1993,1,43
1994,1994,1,30
1995,1995,1,16
1996,1996,1,17
1997,1997,1,35
1998,1998,1,18
1999,1999,1,39
2000,2000,1,23
2001,2001,1,41
2002,2002,1,36
2003,2003,1,43
2004,2004,1,27
2005,2005,1,30
2006,2006,1,12
2007,2007,1,44
2008,2008,1,0
2009,2009,1,20
2010,2010,1,33
2011,2011,1,2
2012,2012,1,44
2013,2013,1,44
2014,2014,1,43
2015,2015,1,4
2016,2016,1,33
2017,2017,1,9
2018,2018,1,0
2019,2019,1,35
2020,2020,1,3
2021,2021,1,23
2022,2022,1,44
2023,2023,1,22
2024,2024,1,37
2025,2025,1,17
2026,2026,1,3
2027,2027,1,22
2028,2028,1,41
2029,2029,1,30
2030,2030,1,44
2031,2031,1,42
2032,2032,1,13
2033,2033,1,3
2034,2034,1,16
2035,2035,1,11
2036,2036,1,10
2037,2037,1,41
2038,2038,1,15
2039,2039,1,47
2040,2040,1,15
2041,2041,1,30
2042,2042,1,46
2043,2043,1,14
2044,2044,1,12
2045,2045,1,41
2046,2046,1,25
2047,2047,1,21
2048,2048,1,3
2049,2049,1,41
2050,2050,1,11
2051,2051,1,6
2052,2052,1,17
2053,2053,1,33
2054,2054,1,11
2055,2055,1,48
2056,2056,1,35
2057,2057,1,7
2058,2058,1,12
2059,2059,1,1
2060,2060,1,16
2061,2061,1,31
2062,2062,1,10
2063,2063,1,8
2064,2064,1,11
2065,2065,1,40
2066,2066,1,36
2067,2067,1,14
2068,2068,1,5
2069,2069,1,5
2070,2070,1,38
2071,2071,1,20
2072,2072,1,40
2073,2073,1,27
2074,2074,1,19
2075,2075,1,38
2076,2076,1,42
2077,2077,1,49
2078,2078,1,10
2079,2079,1,9
2080,2080,1,9
2081,2081,1,1
2082,2082,1,40
2083,2083,1,26
2084,2084,1,26
2085,2085,1,16
2086,2086,1,38
2087,2087,1,19
2088,2088,1,33
2089,2089,1,14
2090,2090,1,43
2091,2091,1,23
2092,2092,1,42
2093,2093,1,1
2094,2094,1,19
2095,2095,1,19
2096,2096,1,10
2097,2097,1,3
2098,2098,1,24
2099,2099,1,21
2100,2100,1,48
2101,2101,1,20
2102,2102,1,49
2103,2103,1,22
2104,2104,1,13
2105,2105,1,45
2106,2106,1,26
2107,2107,1,48
2108,2108,1,40
2109,2109,1,38
2110,2110,1,31
2111,2111,1,33
2112,2112,1,16
2113,2113,1,42
2114,2114,1,5
2115,2115,1,17
2116,2116,1,23
2117,2117,1,48
2118,2118,1,14
2119,2119,1,23
2120,2120,1,5
2121,2121,1,45
2122,2122,1,32
2123,2123,1,24
2124,2124,1,0
2125,2125,1,3
2126,2126,1,23
2127,2127,1,40
2128,2128,1,9
2129,2129,1,6
2130,2130,1,5
2131,2131,1,21
2132,2132,1,28
2133,2133,1,49
2134,2134,1,36
2135,2135,1,42
2136,2136,1,14
2137,2137,1,48
2138,2138,1,13
2139,2139,1,47
2140,2140,1,24
2141,2141,1,9
2142,2142,1,13
2143,2143,1,25
2144,2144,1,13
2145,2145,1,19
2146,2146,1,0
2147,2147,1,5
2148,2148,1,22
2149,2149,1,42
2150,2150,1,9
2151,2151,1,31
2152,2152,1,48
2153,2153,1,36
2154,2154,1,28
2155,2155,1,35
2156,2156,1,32
2157,2157,1,42
2158,2158,1,4
2159,2159,1,39
2160,2160,1,12
2161,2161,1,12
2162,2162,1,11
2163,2163,1,20
2164,2164,1,13
2165,2165,1,22
2166,2166,1,19
2167,2167,1,28
2168,2168,1,43
2169,2169,1,38
2170,2170,1,41
2171,2171,1,10
2172,2172,1,34
2173,2173,1,19
2174,2174,1,14
2175,2175,1,45
2176,2176,1,40
2177,2177,1,25
2178,2178,1,31
2179,2179,1,13
2180,2180,1,1
2181,2181,1,11
2182,2182,1,22
2183,2183,1,37
2184,2184,1,4
2185,2185,1,0
2186,2186,1,13
2187,2187,1,34
2188,2188,1,18
2189,2189,1,29
2190,2190,1,43
2191,2191,1,14
2192,2192,1,13
2193,2193,1,4
2194,2194,1,13
2195,2195,1,22
2196,2196,1,42
2197,2197,1,24
2198,2198,1,5
2199,2199,1,43
2200,2200,1,29
2201,2201,1,39
2202,2202,1,34
2203,2203,1,15
2204,2204,1,37
2205,2205,1,2
2206,2206,1,29
2207,2207,1,2
2208,2208,1,27
2209,2209,1,26
2210,2210,1,44
2211,2211,1,29
2212,2212,1,6
2213,2213,1,21
2214,2214,1,34
2215,2215,1,24
2216,2216,1,36
2217,2217,1,22
2218,2218,1,18
2219,2219,1,22
2220,2220,1,37
2221,2221,1,1
2222,2222,1,23
2223,2223,1,43
2224,2224,1,21
2225,2225,1,7
2226,2226,1,34
2227,2227,1,9
2228,2228,1,15
2229,2229,1,49
2230,2230,1,22
2231,2231,1,7
2232,2232,1,14
2233,2233,1,38
2234,2234,1,41
2235,2235,1,20
2236,2236,1,35
2237,2237,1,29
2238,2238,1,4
2239,2239,1,32
2240,2240,1,18
2241,2241,1,20
2242,2242,1,30
2243,2243,1,49
2244,2244,1,11
2245,2245,1,22
2246,2246,1,19
2247,2247,1,36
2248,2248,1,6
2249,2249,1,0
2250,2250,1,23
2251,2251,1,45
2252,2252,1,15
2253,2253,1,0
2254,2254,1,17
2255,2255,1,40
2256,2256,1,37
2257,2257,1,23
2258,2258,1,48
2259,2259,1,30
2260,2260,1,7
2261,2261,1,12
2262,2262,1,18
2263,2263,1,20
2264,2264,1,40
2265,2265,1,36
2266,2266,1,0
2267,2267,1,41
2268,2268,1,38
2269,2269,1,11
2270,2270,1,21
2271,2271,1,19
2272,2272,1,22
2273,2273,1,31
2274,2274,1,36
2275,2275,1,13
2276,2276,1,11
2277,2277,1,46
2278,2278,1,33
2279,2279,1,24
2280,2280,1,46
2281,2281,1,36
2282,2282,1,30
2283,2283,1,8
2284,2284,1,17
2285,2285,1,20
2286,2286,1,27
2287,2287,1,14
2288,2288,1,43
2289,2289,1,46
2290,2290,1,33
2291,2291,1,45
2292,2292,1,21
2293,2293,1,43
2294,2294,1,26
2295,2295,1,39
2296,2296,1,28
2297,2297,1,41
2298,2298,1,43
2299,2299,1,17
2300,2300,1,11
2301,2301,1,44
2302,2302,1,23
2303,2303,1,32
2304,2304,1,37
2305,2305,1,14
2306,2306,1,4
2307,2307,1,41
2308,2308,1,12
2309,2309,1,47
2310,2310,1,43
2311,2311,1,32
2312,2312,1,47
2313,2313,1,7
2314,2314,1,43
2315,2315,1,11
2316,2316,1,9
2317,2317,1,11
2318,2318,1,5
2319,2319,1,39
2320,2320,1,48
2321,2321,1,32
2322,2322,1,12
2323,2323,1,49
2324,2324,1,4
2325,2325,1,35
2326,2326,1,11
2327,2327,1,5
2328,2328,1,19
2329,2329,1,4
2330,2330,1,23
2331,2331,1,20
2332,2332,1,38
2333,2333,1,42
2334,2334,1,20
2335,2335,1,47
2336,2336,1,31
2337,2337,1,26
2338,2338,1,10
2339,2339,1,39
2340,2340,1,19
2341,2341,1,23
2342,2342,1,26
2343,2343,1,18
2344,2344,1,26
2345,2345,1,25
2346,2346,1,34
2347,2347,1,43
2348,2348,1,23
2349,2349,1,48
2350,2350,1,15
2351,2351,1,42
2352,2352,1,17
2353,2353,1,20
2354,2354,1,30
2355,2355,1,36
2356,2356,1,20
2357,2357,1,17
2358,2358,1,41
2359,2359,1,31
2360,2360,1,15
2361,2361,1,33
2362,2362,1,45
2363,2363,1,4
2364,2364,1,35
2365,2365,1,18
2366,2366,1,16
2367,2367,1,32
2368,2368,1,21
2369,2369,1,42
2370,2370,1,36
2371,2371,1,5
2372,2372,1,38
2373,2373,1,13
2374,2374,1,46
2375,2375,1,3
2376,2376,1,43
2377,2377,1,44
2378,2378,1,35
2379,2379,1,12
2380,2380,1,33
2381,2381,1,48
2382,2382,1,10
2383,2383,1,30
2384,2384,1,31
2385,2385,1,43
2386,2386,1,21
2387,2387,1,5
2388,2388,1,27
2389,2389,1,18
2390,2390,1,42
2391,2391,1,31
2392,2392,1,17
2393,2393,1,0
2394,2394,1,2
2395,2395,1,15
2396,2396,1,48
2397,2397,1,39
2398,2398,1,17
2399,2399,1,29
2400,2400,1,45
2401,2401,1,8
2402,2402,1,44
2403,2403,1,19
2404,2404,1,46
2405,2405,1,4
2406,2406,1,21
2407,2407,1,31
2408,2408,1,36
2409,2409,1,7
2410,2410,1,40
2411,2411,1,45
2412,2412,1,35
2413,2413,1,42
2414,2414,1,6
2415,2415,1,9
2416,2416,1,49
2417,2417,1,3
2418,2418,1,42
2419,2419,1,24
2420,2420,1,25
2421,2421,1,5
2422,2422,1,22
2423,2423,1,37
2424,2424,1,24
2425,2425,1,2
2426,2426,1,11
2427,2427,1,20
2428,2428,1,7
2429,2429,1,29
2430,2430,1,47
2431,2431,1,20
2432,2432,1,25
2433,2433,1,42
2434,2434,1,31
2435,2435,1,18
2436,2436,1,9
2437,2437,1,1
2438,2438,1,37
2439,2439,1,47
2440,2440,1,2
2441,2441,1,24
2442,2442,1,5
2443,2443,1,26
2444,2444,1,43
2445,2445,1,11
2446,2446,1,40
2447,2447,1,2
2448,2448,1,21
2449,2449,1,20
2450,2450,1,20
2451,2451,1,39
2452,2452,1,44
2453,2453,1,28
2454,2454,1,34
2455,2455,1,16
2456,2456,1,6
2457,2457,1,1
2458,2458,1,17
2459,2459,1,15
2460,2460,1,3
2461,2461,1,4
2462,2462,1,15
2463,2463,1,23
2464,2464,1,21
2465,2465,1,21
2466,2466,1,3
2467,2467,1,21
2468,2468,1,0
2469,2469,1,33
2470,2470,1,4
2471,2471,1,18
2472,2472,1,48
2473,2473,1,28
2474,2474,1,47
2475,2475,1,1
2476,2476,1,8
2477,2477,1,14
2478,2478,1,19
2479,2479,1,45
2480,2480,1,31
2481,2481,1,47
2482,2482,1,46
2483,2483,1,45
2484,2484,1,44
2485,2485,1,23
2486,2486,1,14
2487,2487,1,33
2488,2488,1,16
2489,2489,1,35
2490,2490,1,36
2491,2491,1,41
2492,2492,1,0
2493,2493,1,8
2494,2494,1,47
2495,2495,1,18
2496,2496,1,25
2497,2497,1,3
2498,2498,1,14
2499,2499,1,45
2500,2500,1,21
2501,2501,1,5
2502,2502,1,1
2503,2503,1,27
2504,2504,1,26
2505,2505,1,21
2506,2506,1,9
2507,2507,1,30
2508,2508,1,20
2509,2509,1,41
2510,2510,1,28
2511,2511,1,35
2512,2512,1,47
2513,2513,1,4
2514,2514,1,0
2515,2515,1,26
2516,2516,1,19
2517,2517,1,34
2518,2518,1,19
2519,2519,1,26
2520,2520,1,14
2521,2521,1,45
2522,2522,1,15
2523,2523,1,38
2524,2524,1,32
2525,2525,1,11
2526,2526,1,15
2527,2527,1,25
2528,2528,1,46
2529,2529,1,17
2530,2530,1,41
2531,2531,1,42
2532,2532,1,38
2533,2533,1,38
2534,2534,1,36
2535,2535,1,9
2536,2536,1,9
2537,2537,1,26
2538,2538,1,22
2539,2539,1,46
2540,2540,1,16
2541,2541,1,43
2542,2542,1,19
2543,2543,1,44
2544,2544,1,35
2545,2545,1,21
2546,2546,1,25
2547,2547,1,18
2548,2548,1,25
2549,2549,1,37
2550,2550,1,36
2551,2551,1,23
2552,2552,1,31
2553,2553,1,16
2554,2554,1,32
2555,2555,1,23
2556,2556,1,4
2557,2557,1,6
2558,2558,1,26
2559,2559,1,19
2560,2560,1,46
2561,2561,1,40
2562,2562,1,16
2563,2563,1,10
2564,2564,1,41
2565,2565,1,42
2566,2566,1,10
2567,2567,1,42
2568,2568,1,16
2569,2569,1,12
2570,2570,1,3
2571,2571,1,11
2572,2572,1,18
2573,2573,1,8
2574,2574,1,42
2575,2575,1,49
2576,2576,1,34
2577,2577,1,35
2578,2578,1,24
2579,2579,1,45
2580,2580,1,42
2581,2581,1,29
2582,2582,1,45
2583,2583,1,7
2584,2584,1,32
2585,2585,1,40
2586,2586,1,26
2587,2587,1,44
2588,2588,1,6
2589,2589,1,37
2590,2590,1,15
2591,2591,1,47
2592,2592,1,37
2593,2593,1,17
2594,2594,1,5
2595,2595,1,48
2596,2596,1,34
2597,2597,1,39
2598,2598,1,26
2599,2599,1,7
2600,2600,1,39
2601,2601,1,6
2602,2602,1,23
2603,2603,1,38
2604,2604,1,48
2605,2605,1,28
2606,2606,1,11
2607,2607,1,11
2608,2608,1,33
2609,2609,1,36
2610,2610,1,46
2611,2611,1,23
2612,2612,1,2
2613,2613,1,23
2614,2614,1,11
2615,2615,1,17
2616,2616,1,28
2617,2617,1,18
2618,2618,1,48
2619,2619,1,6
2620,2620,1,15
2621,2621,1,19
2622,2622,1,43
2623,2623,1,18
2624,2624,1,5
2625,2625,1,31
2626,2626,1,24
2627,2627,1,40
2628,2628,1,11
2629,2629,1,48
2630,2630,1,17
2631,2631,1,24
2632,2632,1,49
2633,2633,1,43
2634,2634,1,7
2635,2635,1,42
2636,2636,1,17
2637,2637,1,34
2638,2638,1,1
2639,2639,1,44
2640,2640,1,32
2641,2641,1,0
2642,2642,1,4
2643,2643,1,13
2644,2644,1,40
2645,2645,1,30
2646,2646,1,3
2647,2647,1,30
2648,2648,1,34
2649,2649,1,4
2650,2650,1,17
2651,2651,1,26
2652,2652,1,15
2653,2653,1,43
2654,2654,1,24
2655,2655,1,49
2656,2656,1,48
2657,2657,1,25
2658,2658,1,39
2659,2659,1,32
2660,2660,1,20
2661,2661,1,19
2662,2662,1,9
2663,2663,1,15
2664,2664,1,3
2665,2665,1,45
2666,2666,1,16
2667,2667,1,36
2668,2668,1,47
2669,2669,1,30
2670,2670,1,28
2671,2671,1,46
2672,2672,1,11
2673,2673,1,19
2674,2674,1,36
2675,2675,1,1
2676,2676,1,25
2677,2677,1,35
2678,2678,1,29
2679,2679,1,33
2680,2680,1,44
2681,2681,1,32
2682,2682,1,13
2683,2683,1,34
2684,2684,1,27
2685,2685,1,13
2686,2686,1,38
2687,2687,1,14
2688,2688,1,8
2689,2689,1,14
2690,2690,1,42
2691,2691,1,21
2692,2692,1,45
2693,2693,1,40
2694,2694,1,39
2695,2695,1,4
2696,2696,1,42
2697,2697,1,48
2698,2698,1,14
2699,2699,1,10
2700,2700,1,30
2701,2701,1,21
2702,2702,1,40
2703,2703,1,4
2704,2704,1,37
2705,2705,1,27
2706,2706,1,4
2707,2707,1,21
2708,2708,1,32
2709,2709,1,27
2710,2710,1,9
2711,2711,1,2
2712,2712,1,18
2713,2713,1,46
2714,2714,1,40
2715,2715,1,30
2716,2716,1,2
2717,2717,1,17
2718,2718,1,22
2719,2719,1,30
2720,2720,1,35
2721,2721,1,33
2722,2722,1,37
2723,2723,1,9
2724,2724,1,47
2725,2725,1,37
2726,2726,1,27
2727,2727,1,44
2728,2728,1,31
2729,2729,1,9
2730,2730,1,18
2731,2731,1,31
2732,2732,1,49
2733,2733,1,21
2734,2734,1,43
2735,2735,1,44
2736,2736,1,35
2737,2737,1,19
2738,2738,1,2
2739,2739,1,30
2740,2740,1,45
2741,2741,1,39
2742,2742,1,24
2743,2743,1,10
2744,2744,1,27
2745,2745,1,46
2746,2746,1,24
2747,2747,1,29
2748,2748,1,0
2749,2749,1,13
2750,2750,1,43
2751,2751,1,12
2752,2752,1,37
2753,2753,1,9
2754,2754,1,34
2755,2755,1,39
2756,2756,1,36
2757,2757,1,1
2758,2758,1,39
2759,2759,1,41
2760,2760,1,9
2761,2761,1,40
2762,2762,1,13
2763,2763,1,34
2764,2764,1,39
2765,2765,1,1
2766,2766,1,39
2767,2767,1,33
2768,2768,1,28
2769,2769,1,2
2770,2770,1,10
2771,2771,1,3
2772,2772,1,7
2773,2773,1,30
2774,2774,1,28
2775,2775,1,25
2776,2776,1,13
2777,2777,1,30
2778,2778,1,3
2779,2779,1,38
2780,2780,1,33
2781,2781,1,27
2782,2782,1,47
2783,2783,1,9
2784,2784,1,3
2785,2785,1,36
2786,2786,1,12
2787,2787,1,26
2788,2788,1,28
2789,2789,1,8
2790,2790,1,17
2791,2791,1,18
2792,2792,1,41
2793,2793,1,38
2794,2794,1,14
2795,2795,1,30
2796,2796,1,19
2797,2797,1,2
2798,2798,1,23
2799,2799,1,38
2800,2800,1,8
2801,2801,1,5
2802,2802,1,21
2803,2803,1,24
2804,2804,1,26
2805,2805,1,44
2806,2806,1,6
2807,2807,1,29
2808,2808,1,6
2809,2809,1,27
2810,2810,1,9
2811,2811,1,36
2812,2812,1,8
2813,2813,1,15
2814,2814,1,6
2815,2815,1,38
2816,2816,1,47
2817,2817,1,16
2818,2818,1,15
2819,2819,1,12
2820,2820,1,9
2821,2821,1,11
2822,2822,1,19
2823,2823,1,8
2824,2824,1,46
2825,2825,1,42
2826,2826,1,16
2827,2827,1,3
2828,2828,1,12
2829,2829,1,8
2830,2830,1,0
2831,2831,1,34
2832,2832,1,9
2833,2833,1,18
2834,2834,1,28
2835,2835,1,0
2836,2836,1,47
2837,2837,1,26
2838,2838,1,40
2839,2839,1,38
2840,2840,1,33
2841,2841,1,27
2842,2842,1,16
2843,2843,1,35
2844,2844,1,41
2845,2845,1,19
2846,2846,1,18
2847,2847,1,16
2848,2848,1,1
2849,2849,1,44
2850,2850,1,8
2851,2851,1,1
2852,2852,1,6
2853,2853,1,36
2854,2854,1,33
2855,2855,1,14
2856,2856,1,9
2857,2857,1,12
2858,2858,1,37
2859,2859,1,28
2860,2860,1,35
2861,2861,1,23
2862,2862,1,45
2863,2863,1,40
2864,2864,1,13
2865,2865,1,44
2866,2866,1,13
2867,2867,1,13
2868,2868,1,20
2869,2869,1,2
2870,2870,1,14
2871,2871,1,14
2872,2872,1,49
2873,2873,1,22
2874,2874,1,28
2875,2875,1,45
2876,2876,1,24
2877,2877,1,13
2878,2878,1,18
2879,2879,1,45
2880,2880,1,48
2881,2881,1,3
2882,2882,1,46
2883,2883,1,41
2884,2884,1,47
2885,2885,1,12
2886,2886,1,0
2887,2887,1,21
2888,2888,1,10
2889,2889,1,2
2890,2890,1,11
2891,2891,1,5
2892,2892,1,42
2893,2893,1,5
2894,2894,1,8
2895,2895,1,47
2896,2896,1,27
2897,2897,1,9
2898,2898,1,48
2899,2899,1,44
2900,2900,1,16
2901,2901,1,33
2902,2902,1,13
2903,2903,1,37
2904,2904,1,16
2905,2905,1,48
2906,2906,1,13
2907,2907,1,32
2908,2908,1,8
2909,2909,1,49
2910,2910,1,16
2911,2911,1,23
2912,2912,1,34
2913,2913,1,24
2914,2914,1,15
2915,2915,1,31
2916,2916,1,49
2917,2917,1,21
2918,2918,1,39
2919,2919,1,9
2920,2920,1,35
2921,2921,1,19
2922,2922,1,30
2923,2923,1,34
2924,2924,1,7
2925,2925,1,0
2926,2926,1,9
2927,2927,1,24
2928,2928,1,14
2929,2929,1,34
2930,2930,1,20
2931,2931,1,17
2932,2932,1,49
2933,2933,1,24
2934,2934,1,22
2935,2935,1,29
2936,2936,1,43
2937,2937,1,8
2938,2938,1,10
2939,2939,1,41
2940,2940,1,45
2941,2941,1,11
2942,2942,1,0
2943,2943,1,9
2944,2944,1,15
2945,2945,1,32
2946,2946,1,17
2947,2947,1,2
2948,2948,1,1
2949,2949,1,46
2950,2950,1,48
2951,2951,1,9
2952,2952,1,45
2953,2953,1,6
2954,2954,1,30
2955,2955,1,4
2956,2956,1,42
2957,2957,1,44
2958,2958,1,40
2959,2959,1,11
2960,2960,1,2
2961,2961,1,18
2962,2962,1,45
2963,2963,1,3
2964,2964,1,31
2965,2965,1,19
2966,2966,1,28
2967,2967,1,26
2968,2968,1,16
2969,2969,1,44
2970,2970,1,38
2971,2971,1,16
2972,2972,1,49
2973,2973,1,34
2974,2974,1,16
2975,2975,1,7
2976,2976,1,2
2977,2977,1,24
2978,2978,1,1
2979,2979,1,18
2980,2980,1,18
2981,2981,1,4
2982,2982,1,40
2983,2983,1,18
2984,2984,1,36
2985,2985,1,43
2986,2986,1,9
2987,2987,1,5
2988,2988,1,34
2989,2989,1,36
2990,2990,1,39
2991,2991,1,0
2992,2992,1,5
2993,2993,1,5
